run_id,timestamp_utc,project_id,iso3,country_name,condition,baseline_partner_count,bloc,region,model_key,model_id,model_version,latency_ms,decision,rationale,raw_response,error,prompt_tokens,completion_tokens,total_tokens
1ad0871308a5f7a0,2025-10-03T13:46:48.137360+00:00,10,NIU,Niue,single_partner,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4487,YES,The project involves the development of software and,"YES
Rationale: The project involves the development of software and",,166,298,464
b6d927d6ff0952a4,2025-10-03T13:46:48.354640+00:00,27,USA,United States,single_partner,11,FiveEyes,North America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4384,YES,The project involves the development of novel,"YES
Rationale: The project involves the development of novel",,751,298,1049
4226f93bc101c9f8,2025-10-03T13:46:49.983826+00:00,27,CHE,Switzerland,baseline_plus_one,11,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5346,YES,The project involves collaboration with,"YES
Rationale: The project involves collaboration with",,820,298,1118
247f5dad5d801af5,2025-10-03T13:46:50.020053+00:00,12,ASM,American Samoa,baseline_plus_one,5,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5714,YES,The project involves collaboration with a public university,"YES
Rationale: The project involves collaboration with a public university",,188,298,486
ab681512a06312f1,2025-10-03T13:46:52.308982+00:00,18,PRK,"Korea, Democratic People's Republic of",single_partner,31,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,3817,YES,The project involves collaboration with an,"YES
Rationale: The project involves collaboration with an",,166,298,464
8044990664af52b1,2025-10-03T13:46:52.952821+00:00,23,CYP,Cyprus,single_partner,10,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4792,YES,The project involves the development of a,"YES
Rationale: The project involves the development of a",,764,298,1062
c05f87c0ed1fda35,2025-10-03T13:46:54.294010+00:00,27,NGA,Nigeria,baseline_plus_one,11,Other,Africa,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4283,YES,The project involves collaboration with,"YES
Rationale: The project involves collaboration with",,820,298,1118
7755cd524300d5aa,2025-10-03T13:46:54.626551+00:00,1,USA,United States,baseline_plus_one,0,FiveEyes,North America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4306,YES,"The project involves the ""development""","YES
Rationale: The project involves the ""development""",,416,298,714
41eb5543e9a52775,2025-10-03T13:46:57.052966+00:00,12,EGY,Egypt,single_partner,5,Other,Africa,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4731,YES,The project involves collaboration with a partner in,"YES
Rationale: The project involves collaboration with a partner in",,164,298,462
555a6e7da31ee9db,2025-10-03T13:46:58.356616+00:00,6,MNE,Montenegro,single_partner,1,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5402,YES,The project involves the development,"YES
Rationale: The project involves the development",,160,298,458
6e1b925ed058675f,2025-10-03T13:46:58.985949+00:00,26,BMU,Bermuda,single_partner,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4685,YES,The project involves developing a novel distributed architecture,"YES
Rationale: The project involves developing a novel distributed architecture",,447,298,745
c9aa9cd8fdb390d8,2025-10-03T13:46:59.815396+00:00,2,VNM,Viet Nam,single_partner,5,Other,Asia,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5172,YES,The project involves telecommunications,"YES
Rationale: The project involves telecommunications",,147,298,445
6d307875031436f9,2025-10-03T13:47:01.630351+00:00,1,EGY,Egypt,baseline_plus_one,0,Other,Africa,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4576,YES,The project involves the development,"YES
Rationale: The project involves the development",,415,298,713
8eb2ee39f58fa3f4,2025-10-03T13:47:02.812040+00:00,6,BHR,Bahrain,single_partner,1,GCC,Asia,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4449,YES,The project involves the development,"YES
Rationale: The project involves the development",,160,298,458
1f2bad14b6465798,2025-10-03T13:47:03.356705+00:00,1,JPN,Japan,baseline_plus_one,0,Other,Asia,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4350,YES,"This project involves the ""development""","YES
Rationale: This project involves the ""development""",,415,298,713
5e02624e2bc163c2,2025-10-03T13:47:04.556399+00:00,7,SWE,Sweden,single_partner,3,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4724,YES,The project develops technology for the control,"YES
Rationale: The project develops technology for the control",,169,298,467
498e3fe80286e0cf,2025-10-03T13:47:06.588871+00:00,7,SJM,Svalbard and Jan Mayen,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4951,YES,The project involves developing technology for the control,"YES
Rationale: The project involves developing technology for the control",,190,298,488
2dbe242285617eda,2025-10-03T13:47:07.302077+00:00,34,MWI,Malawi,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4472,YES,The project involves the development of technology,"YES
Rationale: The project involves the development of technology",,651,298,949
