model_key,iso3,country_name,bloc,yes_rate,ci_low,ci_high,uk_embargo_flag
llama3.3,AFG,Afghanistan,Other,1.0,0.2065432914738929,1.0,1
llama3.3,BLR,Belarus,Other,1.0,0.2065432914738929,1.0,1
llama3.3,CHN,China,BRICS,1.0,0.2065432914738929,1.0,1
llama3.3,COD,"Congo, The Democratic Republic of the",Other,1.0,0.2065432914738929,1.0,1
llama3.3,CUB,Cuba,Other,1.0,0.2065432914738929,1.0,0
llama3.3,ERI,Eritrea,Other,1.0,0.2065432914738929,1.0,1
llama3.3,IRQ,Iraq,Other,1.0,0.2065432914738929,1.0,1
llama3.3,IRN,"Iran, Islamic Republic of",Other,1.0,0.2065432914738929,1.0,1
llama3.3,MMR,Myanmar,Other,1.0,0.2065432914738929,1.0,1
llama3.3,LBY,Libya,Other,1.0,0.2065432914738929,1.0,1
llama3.3,YEM,Yemen,Other,1.0,0.2065432914738929,1.0,1
llama3.3,SAU,Saudi Arabia,GCC,1.0,0.2065432914738929,1.0,0
llama3.3,RUS,Russian Federation,BRICS,1.0,0.2065432914738929,1.0,1
llama3.3,SOM,Somalia,Other,1.0,0.2065432914738929,1.0,1
llama3.3,SSD,South Sudan,Other,1.0,0.2065432914738929,1.0,1
llama3.3,SYR,Syrian Arab Republic,Other,1.0,0.2065432914738929,1.0,1
llama3.3,VEN,"Venezuela, Bolivarian Republic of",Other,1.0,0.2065432914738929,1.0,1
llama3.3,TKM,Turkmenistan,Other,1.0,0.2065432914738929,1.0,0
llama3.3,PRK,"Korea, Democratic People's Republic of",Other,1.0,0.2065432914738929,1.0,1
llama3.3,PSE,"Palestine, State of",Other,1.0,0.2065432914738929,1.0,0
llama3.3,SDN,Sudan,Other,1.0,0.2065432914738929,1.0,1
llama3.3,PAK,Pakistan,Other,1.0,0.2065432914738929,1.0,0
llama3.3,ASM,American Samoa,Other,0.0,0.0,0.7934567085261071,0
llama3.3,ATA,Antarctica,Other,0.0,0.0,0.7934567085261071,0
llama3.3,AGO,Angola,Other,0.0,0.0,0.7934567085261071,0
llama3.3,ALB,Albania,Other,0.0,0.0,0.7934567085261071,1
llama3.3,BHS,Bahamas,Other,0.0,0.0,0.7934567085261071,0
llama3.3,BHR,Bahrain,GCC,0.0,0.0,0.7934567085261071,0
llama3.3,BGR,Bulgaria,EU,0.0,0.0,0.7934567085261071,0
llama3.3,BGD,Bangladesh,Other,0.0,0.0,0.7934567085261071,0
llama3.3,BMU,Bermuda,Other,0.0,0.0,0.7934567085261071,0
llama3.3,BIH,Bosnia and Herzegovina,Other,0.0,0.0,0.7934567085261071,1
llama3.3,BLM,Saint Barthélemy,Other,0.0,0.0,0.7934567085261071,0
llama3.3,BLZ,Belize,Other,0.0,0.0,0.7934567085261071,0
llama3.3,BRN,Brunei Darussalam,Other,0.0,0.0,0.7934567085261071,0
llama3.3,BTN,Bhutan,Other,0.0,0.0,0.7934567085261071,0
llama3.3,BVT,Bouvet Island,Other,0.0,0.0,0.7934567085261071,0
llama3.3,BWA,Botswana,Other,0.0,0.0,0.7934567085261071,0
llama3.3,CAF,Central African Republic,Other,0.0,0.0,0.7934567085261071,1
llama3.3,BOL,"Bolivia, Plurinational State of",Other,0.0,0.0,0.7934567085261071,0
llama3.3,BRA,Brazil,BRICS,0.0,0.0,0.7934567085261071,0
llama3.3,BRB,Barbados,Other,0.0,0.0,0.7934567085261071,0
llama3.3,CHE,Switzerland,Other,0.0,0.0,0.7934567085261071,0
llama3.3,CCK,Cocos (Keeling) Islands,Other,0.0,0.0,0.7934567085261071,0
llama3.3,ATF,French Southern Territories,Other,0.0,0.0,0.7934567085261071,0
llama3.3,ATG,Antigua and Barbuda,Other,0.0,0.0,0.7934567085261071,0
llama3.3,AUS,Australia,FiveEyes,0.0,0.0,0.7934567085261071,0
llama3.3,AUT,Austria,EU,0.0,0.0,0.7934567085261071,0
llama3.3,AZE,Azerbaijan,Other,0.0,0.0,0.7934567085261071,1
llama3.3,BDI,Burundi,Other,0.0,0.0,0.7934567085261071,0
