model_key,iso3,country_name,bloc,yes_rate,ci_low,ci_high,uk_embargo_flag
gemini2.5,YEM,Yemen,Other,1.0,1.0,1.0,1
gemini2.5,VEN,"Venezuela, Bolivarian Republic of",Other,1.0,1.0,1.0,1
gemini2.5,UZB,Uzbekistan,Other,1.0,1.0,1.0,0
gemini2.5,UKR,Ukraine,Other,1.0,1.0,1.0,0
gemini2.5,LTU,Lithuania,EU,1.0,1.0,1.0,0
gemini2.5,TWN,"Taiwan, Province of China",Other,1.0,1.0,1.0,0
gemini2.5,TUR,Türkiye,Other,1.0,1.0,1.0,0
gemini2.5,TUR,Türkiye,Other,1.0,1.0,1.0,0
gemini2.5,TUN,Tunisia,Other,1.0,1.0,1.0,0
gemini2.5,TKM,Turkmenistan,Other,1.0,1.0,1.0,0
gemini2.5,TJK,Tajikistan,Other,1.0,1.0,1.0,0
gemini2.5,SYR,Syrian Arab Republic,Other,1.0,1.0,1.0,1
gemini2.5,SSD,South Sudan,Other,1.0,1.0,1.0,1
gemini2.5,SRB,Serbia,Other,1.0,1.0,1.0,1
gemini2.5,SOM,Somalia,Other,1.0,1.0,1.0,1
gemini2.5,SGP,Singapore,Other,1.0,1.0,1.0,0
gemini2.5,SDN,Sudan,Other,1.0,1.0,1.0,1
gemini2.5,PSE,"Palestine, State of",Other,1.0,1.0,1.0,0
gemini2.5,PRK,"Korea, Democratic People's Republic of",Other,1.0,1.0,1.0,1
gemini2.5,PAK,Pakistan,Other,1.0,1.0,1.0,0
gemini2.5,MMR,Myanmar,Other,1.0,1.0,1.0,1
gemini2.5,BRN,Brunei Darussalam,Other,1.0,1.0,1.0,0
gemini2.5,BLR,Belarus,Other,1.0,1.0,1.0,1
gemini2.5,AZE,Azerbaijan,Other,1.0,1.0,1.0,1
gemini2.5,ARM,Armenia,Other,1.0,1.0,1.0,1
gemini2.5,AFG,Afghanistan,Other,1.0,1.0,1.0,1
gemini2.5,OMN,Oman,GCC,1.0,1.0,1.0,0
gemini2.5,SAU,Saudi Arabia,GCC,1.0,1.0,1.0,0
gemini2.5,QAT,Qatar,GCC,1.0,1.0,1.0,0
gemini2.5,KWT,Kuwait,GCC,1.0,1.0,1.0,0
