run_id,timestamp_utc,project_id,iso3,country_name,condition,baseline_partner_count,bloc,region,model_key,model_id,model_version,temperature,latency_ms,decision,rationale,raw_response,error,prompt_tokens,completion_tokens,total_tokens
71154b5775ddd45e7f4821273ff29e25f9a7b330,2025-10-23T17:13:55.252096+00:00,26,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,7888,YES,The project involves the development of a novel distributed architecture for machine learning that leverages 5G/6,"YES
Rationale: The project involves the development of a novel distributed architecture for machine learning that leverages 5G/6",,438,599,1037
01f12b9a0063a8fd09ee394aa7cae3dbdad2cd66,2025-10-23T17:13:56.571865+00:00,2,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,9523,NO,"The project's focus is on reducing carbon emissions in computer networks, a purely civilian and environmental","NO
Rationale: The project's focus is on reducing carbon emissions in computer networks, a purely civilian and environmental",,137,598,735
df82e923bde3aed2558b032b7a8b8ab6bb14b9a1,2025-10-23T17:13:56.725404+00:00,18,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,9021,YES,"The project requires a review due to its focus on developing ""cryptographic","YES
Rationale: The project requires a review due to its focus on developing ""cryptographic",,150,598,748
4a62b2b4d9847f1cb3e0fd4b07f9226f43307c7f,2025-10-23T17:13:57.380273+00:00,25,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,8995,YES,"The project involves the development and testing of ""future networks,"" specifically mentioning ""6G,"" ""","YES
Rationale: The project involves the development and testing of ""future networks,"" specifically mentioning ""6G,"" """,,764,598,1362
1282a729221905b467266a274e9baf4dac315e42,2025-10-23T17:13:59.515099+00:00,1,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,10798,YES,"The project involves the ""development"" of quantum computers and related components, specifically a prototype interface between","YES
Rationale: The project involves the ""development"" of quantum computers and related components, specifically a prototype interface between",,406,598,1004
4440af01f005093f5b953dada5353a7ba28fa9f7,2025-10-23T17:14:06.693559+00:00,12,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,9773,NO,"The project focuses on developing high-level design frameworks and principles for responsible innovation, not on creating or","NO
Rationale: The project focuses on developing high-level design frameworks and principles for responsible innovation, not on creating or",,155,598,753
da047a6ce7d3b336d4b8345709e73f70687392cd,2025-10-23T17:14:08.385949+00:00,2,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,8863,NO,"The project focuses on developing metrics, telemetry solutions, and routing algorithms to reduce carbon emissions in","NO
Rationale: The project focuses on developing metrics, telemetry solutions, and routing algorithms to reduce carbon emissions in",,156,598,754
231562389ec0f4661b307e3a15b0ee6fd799943d,2025-10-23T17:14:09.452804+00:00,12,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,14172,NO,The project focuses on developing high-level design frameworks and principles for responsible,"NO
Rationale: The project focuses on developing high-level design frameworks and principles for responsible",,174,598,772
7218c0dd0754a48d243046a0880e48e519887080,2025-10-23T17:14:13.959398+00:00,26,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,7250,YES,"The project develops a novel distributed architecture for decentralized machine learning, which could be considered ""software""","YES
Rationale: The project develops a novel distributed architecture for decentralized machine learning, which could be considered ""software""",,457,598,1055
b25bc6b300b44acc867c618fa5a01352150e8260,2025-10-23T17:14:17.982174+00:00,25,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,9595,YES,"The project focuses on the development and testing of future telecommunications networks, specifically mentioning 6G,","YES
Rationale: The project focuses on the development and testing of future telecommunications networks, specifically mentioning 6G,",,745,598,1343
85b45901c231d4e7482e68dbd86befb9f468db86,2025-10-23T17:14:18.142455+00:00,8,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,8683,YES,The project develops underwater surveillance networks using SONAR and acoustic communication technologies. These technologies are specifically listed on,"YES
Rationale: The project develops underwater surveillance networks using SONAR and acoustic communication technologies. These technologies are specifically listed on",,159,598,757
13c2519bdd7f47239ce038d6bb47788794650410,2025-10-23T17:14:19.467179+00:00,34,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,31430,,,"






",ParseError: decision not found,640,584,1224
874c433633a7450f2b6f57a1bb5420610c645f99,2025-10-23T17:14:21.813360+00:00,23,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,7834,NO,The project focuses on developing a computational system and web-based app for managing household energy consumption.,"NO
Rationale: The project focuses on developing a computational system and web-based app for managing household energy consumption.",,774,598,1372
1a0ea6899f8d59dd49247ed0f3918edf168c74a1,2025-10-23T17:14:25.688366+00:00,10,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,29111,,,"





",ParseError: decision not found,158,594,752
a3278c14ada73e44d0787924a400184b8561299c,2025-10-23T17:14:27.210819+00:00,18,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,9211,YES,"The project involves the development and use of ""cryptographic tools"" and ""AI-based vulnerability detection","YES
Rationale: The project involves the development and use of ""cryptographic tools"" and ""AI-based vulnerability detection",,169,598,767
6c56debef1383b753ff90246483b29f1960fc817,2025-10-23T17:14:27.467719+00:00,27,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,9144,NO,"The research is fundamental in nature, focused on understanding the properties of various semiconductors for renewable","NO
Rationale: The research is fundamental in nature, focused on understanding the properties of various semiconductors for renewable",,760,598,1358
237739dc6d448673392e257a975c2e997692b966,2025-10-23T17:14:28.109939+00:00,34,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,30727,,,"





",ParseError: decision not found,659,587,1246
aa0b905342df3cfcf357af376d02f370f9918477,2025-10-23T17:14:28.260634+00:00,6,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,8775,YES,"The project involves the development of ""dynamic encryption and contextual key generation"" technology. Under UK","YES
Rationale: The project involves the development of ""dynamic encryption and contextual key generation"" technology. Under UK",,170,598,768
71a284b3216dbaef53cc0e139e913cbde1f40eeb,2025-10-23T17:14:29.804317+00:00,8,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,7966,YES,"The project involves the development of SONAR and underwater acoustic communication technologies, which are explicitly listed on the","YES
Rationale: The project involves the development of SONAR and underwater acoustic communication technologies, which are explicitly listed on the",,140,598,738
8720cf22f58c90974e1cb3450672cf3ccc2b4495,2025-10-23T17:14:34.313165+00:00,7,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,8622,YES,The project involves developing methods to mitigate cyber-physical attacks on interconnected energy systems. This falls under,"YES
Rationale: The project involves developing methods to mitigate cyber-physical attacks on interconnected energy systems. This falls under",,179,598,777
60e21e1f8030f93e1241d65281d082133bd0462d,2025-10-23T17:14:37.040924+00:00,27,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,8920,NO,"The project is focused on fundamental research into semiconductor materials for renewable energy generation, a civilian application","NO
Rationale: The project is focused on fundamental research into semiconductor materials for renewable energy generation, a civilian application",,741,598,1339
420ddb5a42841ff4def30c79cf88cc8ee65c420f,2025-10-23T17:14:38.243866+00:00,10,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,9795,YES,"The project involves ""information security"" technology, specifically for IoT attack mitigation and malware analysis.","YES
Rationale: The project involves ""information security"" technology, specifically for IoT attack mitigation and malware analysis.",,175,598,773
3df481f19f25c6b7a5738fbc1dc074c20f408be0,2025-10-23T17:14:39.168801+00:00,7,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,9335,YES,"The project involves developing technology to mitigate ""cyber-physical attacks"" on critical","YES
Rationale: The project involves developing technology to mitigate ""cyber-physical attacks"" on critical",,160,598,758
ddb8b8cd371e66e489f10d04f2a4aa7b46714e13,2025-10-23T17:14:46.518546+00:00,24,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,9474,YES,"The project involves the ""development"" of ""technology"" for ""information security"". Specifically","YES
Rationale: The project involves the ""development"" of ""technology"" for ""information security"". Specifically",,268,598,866
c965b5359d0bbb0b33fc9fd9c0801b7a50536994,2025-10-23T17:14:48.093452+00:00,23,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,20856,,*   **What is,"
4.  **Apply UK Export Control Framework:**
    *   **What is",ParseError: decision not found,755,590,1345
88a64123de2114cd86789bc77279abb8ad16739d,2025-10-23T17:14:48.503764+00:00,14,---,(none),baseline,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,9309,NO,"The project focuses on energy management for civilian IoT sensor systems. The abstract explicitly states the research involves ""","NO
Rationale: The project focuses on energy management for civilian IoT sensor systems. The abstract explicitly states the research involves """,,159,598,757
8e09d51853a80a334d34dc373b6063ef5d087fcd,2025-10-23T17:14:53.414577+00:00,1,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,15167,,,,ParseError: decision not found,0,0,0
14eeb69bfa305ee67ae8b78c4590eca672a1f061,2025-10-23T17:14:54.376422+00:00,14,---,(none),content_only,0,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,0.0,20052,NO,The project focuses on energy management for common civilian IoT sensor systems. The described technology and its stated applications,"NO
Rationale: The project focuses on energy management for common civilian IoT sensor systems. The described technology and its stated applications",,178,598,776
