run_id,timestamp_utc,project_id,iso3,country_name,condition,baseline_partner_count,bloc,region,model_key,model_id,model_version,temperature,latency_ms,decision,rationale,raw_response,error,prompt_tokens,completion_tokens,total_tokens
78fd85e707a918612c31378878c65f25654d6944,2025-11-03T10:05:08.453238+00:00,1,AND,Andorra,country_only,0,Other,Europe,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1504,NO,"Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved, and Andorra is not subject to UK/EU sanctions.","Decision: NO  
Rationale: Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved, and Andorra is not subject to UK/EU sanctions.",,138,41,179
d21227ce20c8178003e7d02c38c060dcf2d04431,2025-11-03T10:05:08.667849+00:00,1,MAR,Morocco,country_only,0,Other,Africa,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,2029,NO,"Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved.","NO  
Rationale: Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities involved.",,137,27,164
7d47fe6ff6ae6f0755359a6a98a85d953a797ee1,2025-11-03T10:05:09.048572+00:00,1,HMD,Heard Island and McDonald Islands,country_only,0,Other,Other,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1758,NO,"Heard Island and McDonald Islands are not subject to specific UK/EU sanctions, and without additional technical details, the project does not inherently suggest dual-use concerns.","Decision: NO  
Rationale: Heard Island and McDonald Islands are not subject to specific UK/EU sanctions, and without additional technical details, the project does not inherently suggest dual-use concerns.",,142,39,181
ea2b2c52e647ceced23214791668083b7e2d9207,2025-11-03T10:05:09.052814+00:00,1,DJI,Djibouti,country_only,0,Other,Africa,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1431,NO,"Based on the information provided, there are no specific technical details or end-use concerns that indicate the research activity involves controlled dual-use items or sanctioned entities.","NO  
Rationale: Based on the information provided, there are no specific technical details or end-use concerns that indicate the research activity involves controlled dual-use items or sanctioned entities.",,139,35,174
eca3c36a1018c8f5ca5174c5fa6027e55648f315,2025-11-03T10:05:09.194728+00:00,1,JAM,Jamaica,country_only,0,Other,North America,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1224,NO,"Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities that would necessitate an export control review.","NO  
Rationale: Based on the information provided, there are no specific technical details or indications of controlled technology or sanctioned entities that would necessitate an export control review.",,137,34,171
fd43aa01d0e3994c07476852ba24f038f4804db2,2025-11-03T10:05:10.007492+00:00,1,PRI,Puerto Rico,country_only,0,Other,Other,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1705,NO,"Puerto Rico is a territory of the United States, and there are no specific UK/EU export control restrictions on academic research collaborations with public universities in Puerto Rico.","Decision: NO  
Rationale: Puerto Rico is a territory of the United States, and there are no specific UK/EU export control restrictions on academic research collaborations with public universities in Puerto Rico.",,138,39,177
e7e98a68e226a1817be802b51c8025a0bdd7a10c,2025-11-03T10:05:10.176046+00:00,1,SHN,"Saint Helena, Ascension and Tristan da Cunha",country_only,0,Other,Africa,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1534,NO,"Saint Helena, Ascension and Tristan da Cunha are not subject to specific UK/EU export controls or sanctions, and no technical details suggest dual-use concerns.","NO  
Rationale: Saint Helena, Ascension and Tristan da Cunha are not subject to specific UK/EU export controls or sanctions, and no technical details suggest dual-use concerns.",,146,37,183
8f895fd4f2a33849d88978fa267555b154052884,2025-11-03T10:05:10.658446+00:00,1,PRY,Paraguay,country_only,0,Other,South America,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1707,NO,"Based on the information provided, there are no specific technical details or indications of controlled technology or sanctions exposure that would necessitate an export control review.","NO  
Rationale: Based on the information provided, there are no specific technical details or indications of controlled technology or sanctions exposure that would necessitate an export control review.",,137,34,171
f88172cbdcf7fe19a4bfe828b77aca8b4995d5ca,2025-11-03T10:05:10.932731+00:00,1,ARM,Armenia,country_only,0,Other,Asia,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1637,NO,"Based on the information provided, there are no specific technical details or indications of controlled technology or sanctions exposure that would necessitate an export control review for collaboration with a public university in Armenia.","Decision: NO  
Rationale: Based on the information provided, there are no specific technical details or indications of controlled technology or sanctions exposure that would necessitate an export control review for collaboration with a public university in Armenia.",,137,44,181
b4bfd7681c7f0b90d97a6b2ab0109f9e58a843a5,2025-11-03T10:05:10.961421+00:00,1,IND,India,country_only,0,BRICS,Asia,chatgpt-4o,openai/gpt-4o,openai/gpt-4o,0.0,1344,NO,"Based on the information provided, there are no specific technical details or end-use concerns indicating that the research project involves controlled dual-use items or sanctioned activities.","Decision: NO  
Rationale: Based on the information provided, there are no specific technical details or end-use concerns indicating that the research project involves controlled dual-use items or sanctioned activities.",,137,37,174
